item_id,order_id,product_id,quantity,unit_price,discount_percent
851,624,12,2,682.65,92.1
852,419,112,8,2385.4,47.7
853,188,2,2,4789.07,37.0
854,389,131,6,5808.01,27.9
855,238,13,5,4556.64,89.7
856,437,82,5,6082.67,95.4
857,216,148,7,7048.71,31.4
858,170,125,2,3567.44,88.5
859,266,72,2,1213.92,20.7
860,173,11,1,7682.87,54.0
861,7,7,8,3019.37,28.2
862,437,117,8,2430.04,11.0
863,123,127,8,2178.15,86.5
864,685,21,2,5979.79,22.2
865,161,132,6,5409.44,7.4
866,40,134,7,2608.46,84.1
867,642,3,1,2042.72,58.6
868,226,39,4,3927.61,18.7
869,135,23,4,7611.58,85.7
870,4,143,7,4928.62,71.0
871,270,61,7,5137.95,48.4
872,185,75,5,5377.01,49.0
873,613,76,6,862.61,11.2
874,295,84,7,2054.43,42.5
875,327,102,2,5668.07,77.4
876,501,8,7,2398.35,50.7
877,419,83,1,2166.68,31.8
878,453,14,7,2219.71,72.8
879,47,57,5,4622.8,16.7
880,641,85,2,1120.8,54.0
881,22,86,7,7306.61,76.7
882,671,93,1,4330.23,98.5
883,406,42,4,7294.16,33.2
884,255,6,1,6065.46,52.7
885,497,78,1,291.53,63.2
886,35,97,5,5276.68,13.1
887,277,130,2,5804.69,76.2
888,16,101,3,1634.84,60.6
889,332,6,7,2487.02,45.9
890,672,110,8,835.19,96.7
891,495,137,5,4102.09,38.2
892,404,28,6,3672.94,57.8
894,646,44,2,1740.69,94.2
895,86,122,3,4234.9,84.0
896,61,80,8,5950.04,83.4
897,579,69,7,5554.14,75.5
898,559,61,8,2642.52,70.9
899,84,20,2,3067.92,75.7
900,125,30,3,408.59,42.4
901,538,141,8,3403.36,0.9
902,302,96,5,4554.1,16.6
903,210,65,6,3829.67,21.1
904,139,122,3,177.59,41.6
905,69,49,1,1674.21,9.4
906,97,41,1,627.5,63.6
907,354,71,1,2345.08,91.2
908,314,104,6,7481.03,56.1
909,208,27,2,5872.2,28.0
910,105,99,3,2708.27,77.2
911,284,1,8,6288.58,98.9
912,630,122,3,7009.45,32.3
913,54,113,3,3460.71,47.2
914,121,97,4,6213.97,70.6
915,535,55,6,7647.34,94.5
916,147,126,7,5591.29,25.1
917,446,94,6,6857.44,77.1
918,435,49,4,3121.41,17.9
919,11,135,4,1639.62,58.6
920,378,4,5,4893.52,3.4
921,491,65,7,2265.97,5.7
922,32,117,8,3973.37,47.3
923,559,8,2,4942.07,71.3
924,182,31,3,542.78,63.7
925,100,50,5,5275.33,73.7
926,689,44,6,7255.23,58.7
927,529,104,1,3389.39,66.8
928,198,22,3,1463.42,4.5
929,518,1,7,2558.2,56.1
930,478,119,2,796.48,91.8
931,89,6,3,6157.11,78.9
932,384,64,8,2531.48,68.1
933,196,98,3,5676.72,17.8
934,324,49,7,2255.12,19.9
935,266,126,8,2905.71,36.4
936,536,44,8,390.18,83.5
937,551,112,4,2840.68,81.1
938,213,129,6,4457.73,74.3
939,526,120,4,2160.68,92.2
940,647,120,3,4735.88,37.2
941,603,27,1,5072.83,86.9
943,560,113,3,6492.85,45.6
944,446,63,7,2095.34,37.3
945,695,60,7,6129.07,90.1
946,432,148,7,3265.93,2.9
947,308,146,4,6039.62,13.0
948,56,37,2,6431.77,45.9
949,1,45,3,2480.13,8.0
950,209,63,7,1317.69,55.5
951,6,26,8,3819.33,68.7
952,484,63,7,6128.14,9.6
953,137,73,7,6576.35,73.0
954,404,7,2,1851.38,60.9
955,378,1,6,4923.48,75.2
956,662,49,4,449.56,30.2
957,394,73,3,2557.63,67.5
958,268,102,7,5490.48,83.4
959,85,26,6,5281.36,40.4
960,165,130,6,3133.52,45.5
961,687,14,7,2493.34,25.9
962,619,122,8,5724.99,84.4
963,115,137,3,6100.93,87.0
964,8,67,6,1661.14,81.3
965,466,73,7,414.77,86.8
966,52,87,6,5432.47,76.7
968,611,10,2,4297.02,39.6
969,548,38,2,5100.07,43.1
970,470,135,4,4595.64,4.1
971,40,26,3,3117.11,98.0
972,653,6,5,1553.05,74.7
973,82,50,7,4610.07,99.5
974,553,13,4,3056.47,47.3
975,448,48,5,2287.15,67.1
976,186,105,5,1736.38,78.2
977,282,82,5,867.47,22.5
978,227,118,2,4744.52,63.5
979,399,4,8,2809.31,32.0
980,156,128,8,1764.04,69.8
981,262,147,7,7745.02,63.1
982,354,136,2,3016.61,29.2
983,691,150,-8,1417.2,35.2
984,24,126,5,7918.47,37.5
985,388,56,2,1769.31,11.1
986,163,91,7,6035.12,41.8
987,328,82,6,4068.21,53.3
988,414,74,8,6626.49,44.9
989,182,137,7,6655.94,76.3
990,700,108,2,7796.55,41.0
991,634,129,4,7991.39,60.0
992,24,43,6,4597.52,47.2
993,380,100,1,4461.25,86.3
994,166,62,8,1484.17,93.7
995,331,8,3,1735.36,46.1
996,618,46,8,7785.16,50.0
997,619,41,6,2034.42,72.2
998,34,121,7,6911.13,7.0
999,267,137,2,5746.64,43.9
1000,62,11,5,2970.65,71.7
1001,666,32,8,918.62,84.7
1002,594,94,2,3361.86,34.0
1003,495,85,4,5172.08,7.4
1004,504,88,4,2432.81,44.5
1005,265,36,5,1269.39,28.8
1006,380,79,6,7563.86,15.8
1007,487,40,8,5975.49,69.5
1008,300,59,7,321.24,21.2
1009,599,131,1,5989.11,99.6
1010,634,40,3,4738.37,50.1
1011,388,135,8,3908.21,48.4
1012,685,80,2,1730.79,15.0
1013,123,118,4,4598.32,63.9
1015,338,137,2,6788.18,53.8
1016,58,64,8,2033.07,79.7
1017,667,117,4,1501.7,97.9
1018,285,17,2,7258.51,13.3
1019,213,149,4,3870.53,9.8
1020,53,19,6,1651.76,11.6
1021,203,56,2,4826.52,30.0
1023,630,65,8,6061.03,60.1
1024,181,132,6,2341.67,64.5
1025,545,144,4,4074.19,62.6
1026,187,131,-8,3817.0,16.3
1027,443,114,5,2805.21,68.7
1028,199,55,2,2526.88,30.5
1029,484,54,2,4610.97,15.5
1030,406,41,3,2672.88,51.6
1031,610,69,7,1906.92,26.3
1032,311,86,6,5841.01,82.9
1033,316,107,7,144.81,94.0
1034,419,36,6,7802.39,76.7
1036,392,52,6,6400.05,61.8
1037,281,42,2,2671.32,48.0
1038,482,100,1,5533.63,90.9
1039,287,15,7,5153.07,27.6
1040,292,19,2,2663.91,77.5
1041,156,147,3,1679.96,8.8
1042,587,75,5,5547.6,14.0
1043,322,115,6,6003.46,21.5
1044,234,51,8,5453.58,70.4
1045,24,106,3,3475.91,80.6
1046,542,132,1,3050.45,56.6
1047,517,126,6,2332.91,33.4
1048,78,29,2,4300.92,79.9
1049,90,49,8,6040.07,76.7
1050,284,39,8,5238.51,7.3
1051,348,111,8,7126.24,40.1
1052,639,58,-7,2646.84,15.0
1053,599,52,6,6182.43,57.4
1054,591,38,3,1728.54,18.2
1056,236,42,4,3451.84,27.1
1057,223,113,-6,1072.57,94.8
1059,605,45,2,4102.96,57.8
1060,167,126,4,5951.07,35.8
1061,426,24,4,6418.35,36.0
1062,115,98,-8,6446.95,40.0
1063,364,17,6,3529.78,84.8
1064,87,5,7,7615.34,27.5
1065,332,64,1,1501.13,0.9
1066,144,16,8,4810.02,21.0
1067,301,41,6,3411.99,17.5
1068,156,29,3,6313.8,3.0
1069,414,68,6,5013.12,2.8
1071,613,4,3,2854.46,22.3
1072,68,119,2,7868.61,85.6
1073,138,121,1,7206.44,25.7
1074,553,25,6,3874.54,74.9
1075,201,34,3,6463.04,14.3
1076,98,27,7,2073.25,25.1
1077,309,119,6,5380.02,52.0
1078,274,96,3,5323.49,57.9
1079,36,51,7,7838.29,1.4
1080,244,3,3,4619.49,48.4
1081,644,55,7,3680.23,26.3
1082,287,48,6,2116.75,80.7
1083,563,88,8,6129.83,26.3
1084,437,33,1,847.21,97.5
1085,124,89,5,2525.54,43.6
1086,85,131,3,1639.54,84.0
1087,18,91,4,4252.04,78.0
1088,544,93,1,4361.71,69.4
1089,171,43,6,5115.77,85.9
1090,156,72,7,486.41,96.9
1091,400,120,7,2643.18,72.2
1092,77,80,5,1749.16,73.3
1093,69,36,1,1235.95,82.2
1094,249,108,7,3188.9,19.3
1095,73,71,4,1209.48,40.1
1096,600,37,3,5410.68,76.1
1098,555,88,8,7014.36,94.9
1099,262,110,2,4721.33,87.6
1100,499,27,5,799.73,73.2
1101,372,127,4,6710.0,96.3
1102,654,72,2,6754.37,73.2
1103,656,65,6,7866.38,8.3
1104,498,57,4,4769.57,66.6
1105,500,98,7,432.6,10.8
1106,659,31,2,7737.16,23.9
1107,619,11,7,2843.71,78.8
1108,588,111,1,5385.64,2.6
1109,25,106,6,6434.97,72.9
1110,260,89,6,2883.79,96.6
1111,49,68,6,6172.03,16.1
1112,561,90,6,6269.65,17.2
1113,92,138,6,5944.89,83.6
1114,314,24,2,5151.67,31.3
1115,191,125,7,2869.69,80.6
1116,164,29,3,1599.34,31.1
1117,658,138,5,1505.47,61.8
1118,96,104,2,6832.45,14.6
1119,363,99,7,918.65,95.6
1120,301,58,2,3596.03,4.1
1121,684,58,-5,6682.66,98.3
1122,232,56,8,1248.48,29.7
1123,627,107,8,4494.95,99.8
1124,191,100,7,5999.66,70.7
1125,270,61,7,2629.22,35.7
1126,138,64,6,6384.9,57.9
1127,520,27,8,6477.3,60.4
1128,661,148,4,6709.25,46.0
1129,606,44,7,274.71,44.8
1130,356,38,8,603.84,35.4
1131,283,8,5,5737.54,49.1
1132,137,116,7,2547.62,69.7
1133,239,139,7,7843.41,58.7
1134,625,92,1,4740.84,77.5
1135,66,50,7,2065.52,60.2
1136,184,127,-3,5856.47,33.2
1137,414,98,7,5601.68,13.9
1138,99,111,5,7044.61,50.0
1139,412,21,4,2783.79,75.2
1140,21,16,1,5493.41,9.5
1142,384,49,2,5128.21,49.8
1143,354,40,2,4837.77,57.4
1144,182,114,3,339.7,3.9
1145,124,28,5,2857.53,18.0
1146,103,40,8,7979.0,92.0
1147,675,30,7,5382.77,6.5
1148,145,126,4,1587.89,40.4
1149,492,24,2,5341.75,32.1
1150,589,52,7,2332.24,13.5
1151,300,97,7,750.87,2.4
1152,575,79,8,4031.16,78.6
1153,57,23,1,2526.25,58.7
1154,556,13,3,4320.91,4.7
1155,193,14,6,6607.59,68.4
1156,521,12,3,7294.23,9.9
1157,227,53,6,4012.67,57.1
1158,47,30,7,7402.07,0.5
1159,339,59,3,3037.09,83.8
1160,146,67,4,7067.36,42.3
1161,642,70,5,3332.71,1.0
1162,387,49,5,6552.12,48.8
1163,642,115,7,1118.22,68.9
1164,118,126,2,625.35,53.7
1165,263,74,7,2349.17,57.0
1166,123,52,7,7606.65,55.5
1167,131,28,1,980.11,3.8
1168,86,95,2,3561.06,14.3
1169,43,82,4,445.69,1.4
1170,257,52,3,7222.35,5.6
1171,299,50,2,2753.52,72.1
1173,326,17,1,3338.4,53.4
1174,174,37,6,7222.0,68.4
1176,578,122,-2,7503.97,64.5
1177,631,61,7,5494.76,61.3
1178,652,40,8,3688.36,87.9
1179,294,100,3,7993.21,88.2
1180,22,37,7,436.18,41.0
1181,233,91,7,1744.0,40.6
1182,472,100,8,3761.79,33.8
1183,137,49,4,4590.25,94.8
1184,634,141,6,6913.27,79.2
1185,315,121,4,958.34,65.2
1186,639,56,7,2767.7,89.0
1187,530,114,7,288.3,20.6
1188,177,145,5,6177.0,64.1
1189,203,120,3,2041.02,73.8
1190,499,136,6,5909.01,87.6
1191,67,14,-2,2718.92,9.0
1192,366,55,4,2529.74,6.6
1193,324,45,8,2388.95,10.1
1194,156,137,3,7290.83,41.0
1195,644,72,8,5550.71,90.4
1196,680,25,3,6069.82,13.6
1197,389,6,8,4730.79,98.8
1198,452,6,3,7765.34,94.7
1199,348,18,2,1500.16,62.4
1200,154,51,2,7696.44,32.1
1201,86,127,6,226.05,89.1
1202,174,50,6,4156.04,98.2
1203,25,43,8,510.89,23.9
1204,460,70,7,6024.98,76.0
1205,83,34,6,6989.12,92.7
1207,689,86,5,2997.67,51.3
1208,435,34,7,7548.96,71.9
1209,501,116,5,7358.33,8.5
1210,327,33,-2,6469.19,10.7
1211,383,61,2,6253.13,86.4
1213,472,28,6,4939.26,5.6
1214,84,24,3,130.34,79.2
1215,52,136,2,1621.84,81.8
1216,508,16,3,3595.88,50.8
1217,203,139,5,4645.93,18.9
1218,78,83,4,6074.66,22.8
1219,607,130,5,5160.7,21.8
1220,354,65,4,2323.45,16.1
1221,506,16,6,4996.78,81.8
1222,457,23,1,2615.34,77.1
1223,698,82,2,3661.22,74.2
1224,512,81,5,4412.74,74.5
1225,175,105,1,3773.06,46.2
1226,413,119,8,3672.19,14.2
1227,430,82,1,3113.51,87.0
1228,375,45,1,1293.21,94.6
1229,17,70,7,2764.79,2.2
1230,311,125,5,4893.92,49.9
1231,164,16,8,2891.62,10.6
1232,489,133,5,7552.37,80.4
1233,14,87,5,5080.63,68.4
1234,125,88,3,5825.58,80.7
1235,379,115,8,3023.07,24.6
1236,240,122,6,6315.77,55.5
1237,340,83,4,6274.6,57.2
1238,608,64,4,3959.84,47.0
1240,618,100,5,6241.72,79.1
1241,147,16,6,3842.6,22.3
1243,550,49,4,7666.03,59.8
1244,63,130,4,2331.4,79.1
1245,12,37,5,2439.22,2.9
1246,432,38,2,3628.81,38.2
1247,455,71,6,3701.95,19.8
1248,292,83,3,7653.23,12.4
1249,566,81,8,6671.25,37.5
1251,332,15,1,5809.94,71.4
1252,70,134,3,1390.72,71.4
1253,369,106,6,2814.23,7.0
1254,64,102,7,5587.23,54.8
1255,213,67,8,1896.43,5.7
1256,25,58,1,3881.68,4.2
1257,157,83,3,3161.45,63.4
1258,523,107,5,4445.25,4.0
1259,214,2,4,2860.11,8.1
1260,522,39,3,4336.22,91.5
1261,289,131,5,3168.52,83.5
1262,263,67,6,3201.8,65.0
1263,457,29,7,429.11,80.5
1264,211,77,4,6680.14,67.4
1265,311,59,6,4578.09,88.4
1266,524,56,1,6653.74,86.0
1267,398,101,6,4854.32,16.5
1268,575,64,5,713.63,10.7
1270,582,95,3,1800.94,19.1
1271,382,6,2,2450.01,3.5
1272,146,53,5,1050.57,63.7
1273,32,29,8,780.15,23.5
1274,594,145,5,3889.83,73.1
1275,67,8,7,393.57,43.2
1276,180,12,1,5287.22,95.9
1277,289,69,8,292.86,27.2
1278,241,12,8,7000.81,83.5
1279,501,13,4,2363.49,8.8
1280,484,96,3,5836.97,54.1
1281,655,149,6,3274.06,46.7
1282,300,127,3,5438.11,40.8
1283,89,86,5,7405.28,64.5
1284,553,88,3,4100.19,86.0
1285,614,41,6,6823.67,57.4
1286,211,108,7,7057.71,99.1
1287,533,66,2,7482.59,66.5
1288,233,84,6,5881.65,79.7
1289,405,90,7,6023.63,68.8
1290,232,49,8,5757.99,89.3
1291,111,19,8,5590.01,30.7
1292,311,25,4,7617.25,19.1
1294,367,77,-7,2811.04,37.5
1295,635,11,8,5465.03,97.7
1296,360,122,1,6903.28,38.4
1297,101,90,7,7598.07,68.5
1298,390,23,1,3851.49,54.4
1299,647,87,2,2006.89,98.4
1300,318,106,8,850.13,68.4
1301,692,114,1,645.89,18.1
1302,579,138,7,5264.25,4.9
1303,530,116,8,2417.78,16.3
1304,340,40,7,7751.66,7.7
1305,256,46,1,6202.46,4.4
1306,349,114,8,6486.51,94.8
1307,169,145,3,287.06,49.6
1308,441,95,1,5115.17,10.6
1309,286,109,7,628.81,8.7
1310,681,130,6,7362.27,90.7
1311,124,147,1,1575.65,19.7
1312,560,123,6,627.87,79.0
1313,424,60,2,1699.33,30.0
1314,401,131,1,6325.89,11.3
1315,600,36,1,2624.28,24.4
1316,219,123,4,3882.0,9.9
1317,649,33,2,6876.98,14.5
1318,490,64,2,5052.83,41.4
1319,231,111,5,438.98,32.0
1320,198,58,6,6014.01,12.7
1321,522,41,7,2006.59,52.1
1322,77,107,7,624.04,8.5
1323,150,101,1,2318.58,65.0
1324,350,84,5,7362.68,85.5
1325,500,144,7,7395.29,60.5
1326,588,24,3,5562.25,97.5
1327,632,69,2,7479.87,87.5
1328,234,83,6,7267.02,56.6
1329,314,133,4,5441.19,27.9
1330,686,36,4,6437.73,68.8
1331,371,119,6,4695.82,17.3
1332,299,87,4,1546.31,64.7
1333,252,70,7,7466.62,45.9
1334,261,97,2,6523.6,98.4
1336,524,14,7,7854.46,62.8
1337,111,81,8,1043.61,18.1
1338,56,72,1,948.95,53.5
1339,99,146,7,573.05,11.1
1340,284,60,5,1841.46,60.4
1341,566,39,6,281.34,58.4
1342,176,5,7,7640.34,9.1
1343,277,64,8,6778.52,22.1
1344,170,72,3,948.36,23.9
1345,594,60,7,892.9,8.2
1346,454,99,3,6819.63,75.1
1348,22,100,8,6721.93,60.7
1349,80,104,7,1736.33,31.4
1350,255,98,5,4843.44,47.0
1352,354,126,6,3546.71,44.5
1353,448,69,5,2996.1,99.7
1354,173,133,4,4832.93,81.0
1355,391,59,6,810.78,91.6
1356,567,135,1,7462.88,45.3
1357,447,48,5,1909.8,31.2
1358,238,147,2,5271.51,78.4
1359,181,109,5,7169.88,23.6
1360,201,26,2,2225.45,78.3
1361,474,40,6,4315.89,18.7
1362,334,132,3,6525.12,50.1
1363,404,121,3,1331.68,13.2
1364,377,117,5,1483.65,11.0
1365,656,97,1,1173.64,28.7
1366,502,104,7,7121.46,46.7
1367,533,148,6,5775.01,74.9
1368,537,128,7,1097.29,3.6
1369,377,106,5,3122.32,30.0
1371,605,78,3,3231.25,14.2
1372,450,120,5,5731.83,37.2
1373,134,63,7,7587.03,89.7
1374,303,120,6,7284.2,88.7
1375,80,132,5,4457.69,4.1
1376,491,50,2,2551.7,50.7
1378,534,104,-6,2738.92,61.3
1379,335,133,5,4726.41,88.4
1380,444,141,1,5856.45,56.6
1381,158,113,7,5878.45,63.5
1382,202,71,2,3215.76,4.2
1383,137,50,4,3398.95,82.6
1384,561,54,5,104.48,6.6
1385,272,57,8,3799.62,98.1
1386,506,118,2,6512.35,34.3
1387,382,67,8,4658.64,54.8
1388,339,134,6,5492.55,80.6
1389,252,112,4,3918.83,32.8
1390,511,77,7,6433.22,25.8
1391,569,57,4,7057.89,24.9
1392,101,103,6,3412.4,33.1
1393,167,17,8,6222.23,92.6
1394,416,122,7,7829.03,33.4
1395,316,126,4,7429.9,39.6
1396,441,43,4,2755.28,59.8
1397,85,3,2,1285.37,42.9
1398,664,1,3,3822.54,3.3
1399,376,23,6,419.4,89.3
1400,40,1,2,6589.3,19.2
1401,401,75,8,4961.94,52.6
1402,292,67,3,1343.41,77.6
1403,509,9,4,3207.81,33.9
1404,485,131,8,2520.55,65.3
1405,429,80,4,5363.42,21.1
1406,159,31,1,1266.67,99.8
1407,76,82,5,4676.24,71.9
1408,126,54,5,7175.16,65.6
1409,401,13,4,347.9,85.3
1410,192,102,8,6291.43,86.3
1411,335,146,7,6958.26,18.4
1412,169,125,5,7016.62,33.5
1413,144,127,4,7660.79,90.7
1414,428,93,1,5719.79,80.0
1415,3,129,2,1693.53,14.8
1416,518,136,5,7949.69,61.2
1417,446,141,1,2392.53,99.7
1418,292,17,-6,3848.69,87.8
1419,624,58,4,3649.24,30.0
1420,40,149,4,2107.72,26.5
1421,42,116,4,1987.94,0.2
1422,78,140,5,7525.34,1.6
1423,656,14,5,4023.42,58.0
1424,566,61,5,7412.47,38.9
1425,182,110,-4,729.45,64.7
1426,22,67,2,1435.28,29.2
1427,166,42,7,2955.29,76.5
1428,556,40,2,6998.45,85.3
1430,125,124,8,5377.19,27.8
1431,95,49,6,4407.91,25.0
1433,548,90,4,335.33,85.4
1434,443,104,2,1777.64,19.0
1435,601,59,2,6692.64,93.4
1436,571,95,8,1672.99,4.2
1437,4,96,-6,5224.86,41.6
1438,323,25,8,4797.72,56.1
1439,140,142,8,5834.64,34.1
1440,34,138,6,6595.1,29.3
1441,57,36,5,5597.66,81.6
1442,288,20,6,7803.52,36.4
1443,308,73,-7,2689.26,71.2
1444,538,25,2,7799.65,76.8
1445,127,150,3,6422.94,23.2
1446,564,141,2,7488.15,87.0
1447,566,104,5,6043.19,4.1
1448,431,69,2,5954.65,13.7
1449,603,123,1,435.95,81.0
1450,110,144,5,7170.69,24.8
1451,190,5,2,3815.49,72.9
1452,699,2,4,5483.15,87.5
1453,193,16,8,3494.81,61.3
1454,541,104,5,7792.4,41.2
1455,276,32,4,5684.54,25.5
1456,2,49,2,5999.61,69.1
1457,657,64,2,1146.34,4.0
1458,48,35,2,7725.24,27.7
1459,3,4,4,3365.51,34.1
1460,151,84,2,7820.28,37.9
1461,282,38,8,1733.57,35.3
1462,679,71,4,3555.86,25.2
1463,163,16,1,6011.76,52.4
1464,114,72,5,1498.77,76.9
1465,543,90,2,2495.25,22.4
1466,283,70,8,1367.62,22.1
1467,18,99,4,1829.1,94.9
1468,149,95,2,4224.02,69.0
1469,675,6,5,597.45,95.7
1470,290,143,5,6861.22,57.4
1471,188,1,8,1277.86,2.0
1472,568,1,7,3900.05,18.7
1473,436,70,5,4730.92,62.9
1474,617,121,6,5034.49,89.0
1475,345,62,6,4306.64,49.3
1476,576,27,1,4564.76,13.7
1477,45,137,4,7968.05,7.3
1478,562,57,8,5930.39,21.8
1479,263,105,1,1050.19,28.0
1480,461,61,4,4933.01,9.4
1481,613,71,4,4374.49,65.7
1482,7,56,8,6386.21,88.7
1483,516,72,4,100.73,69.6
1484,464,25,-3,7847.57,57.2
1485,198,60,3,5926.05,73.2
1486,215,118,4,584.07,44.9
1487,33,53,2,2996.48,75.7
1488,443,41,3,3842.47,0.8
1489,546,108,3,957.34,76.4
1490,158,59,7,5627.53,16.6
1491,569,41,6,6647.33,59.4
1492,221,114,8,2305.49,26.0
1493,21,97,4,6203.21,46.5
1494,596,33,2,7216.56,23.0
1495,116,149,8,5728.35,81.7
1496,185,62,4,7273.21,50.8
1497,76,22,4,2778.98,53.8
1498,341,12,3,3478.99,85.0
1499,226,114,2,664.34,72.1
1500,330,71,8,7942.74,33.8
