order_id,customer_id,order_date,status,region_code
498,447,2025-07-31 08:21:10,DELIVERED,SOUTH
499,340,2026-02-01 09:39:27,CANCELLED,WEST
500,313,2024-08-09 20:32:56,PLACED,SOUTH
501,84,2026-03-05 20:09:08,SHIPPED,CENTRAL
502,79,2025-08-30 23:32:50,PLACED,CENTRAL
503,596,2025-12-09 22:00:11,RETURNED,SOUTH
504,565,2024-10-13 17:57:41,RETURNED,WEST
505,153,2024-09-15 04:22:18,SHIPPED,CENTRAL
506,298,2024-09-10 20:27:52,RETURNED,CENTRAL
507,373,2025-07-05 09:53:02,SHIPPED,CENTRAL
508,527,2025-10-10 04:51:07,SHIPPED,SOUTH
509,580,2024-12-17 17:31:22,SHIPPED,WEST
510,42,2025-07-12 10:52:07,CANCELLED,SOUTH
511,379,2024-12-10 12:45:15,SHIPPED,CENTRAL
512,370,2026-01-22 09:17:29,CANCELLED,NORTH
513,,2025-06-20 08:06:32,PLACED,CENTRAL
514,281,2024-12-03 20:23:40,DELIVERED,CENTRAL
515,179,2026-01-03 12:57:24,CANCELLED,EAST
516,80,2026-05-28 12:36:34,CANCELLED,SOUTH
517,362,2025-07-13 11:58:17,DELIVERED,WEST
518,7,2024-08-31 01:10:39,SHIPPED,WEST
519,79,2025-05-13 03:28:04,DELIVERED,SOUTH
520,162,2025-12-26 06:03:30,PLACED,SOUTH
521,339,2024-10-21 21:10:48,CANCELLED,WEST
522,166,2025-11-26 18:33:35,CANCELLED,NORTH
523,131,2025-02-01 00:11:24,SHIPPED,SOUTH
524,41,2025-05-04 14:37:43,SHIPPED,NORTH
525,185,2025-07-27 21:18:35,CANCELLED,CENTRAL
526,20,2026-04-18 12:42:56,DELIVERED,NORTH
527,483,2026-06-02 05:08:56,SHIPPED,SOUTH
528,147,2025-02-25 04:15:11,SHIPPED,CENTRAL
529,271,2025-05-24 21:39:09,DELIVERED,WEST
530,71,2025-12-14 11:25:06,CANCELLED,SOUTH
531,208,2026-07-08 04:38:09,RETURNED,WEST
532,99,2026-02-24 23:57:27,RETURNED,CENTRAL
533,,2026-03-14 14:02:53,RETURNED,NORTH
534,134,2026-05-20 19:18:08,RETURNED,NORTH
535,442,2025-02-12 08:07:36,DELIVERED,NORTH
536,440,2025-12-01 20:59:28,CANCELLED,WEST
537,590,2025-11-02 00:13:57,SHIPPED,EAST
538,239,2025-04-05 21:41:57,PLACED,EAST
539,557,2026-05-07 14:30:30,SHIPPED,NORTH
540,8,2025-07-23 09:15:38,PLACED,CENTRAL
541,,2025-07-01 16:29:36,DELIVERED,WEST
542,159,2025-07-27 22:05:43,RETURNED,EAST
543,549,2025-06-19 13:26:07,DELIVERED,CENTRAL
544,407,2025-12-27 14:08:18,CANCELLED,CENTRAL
545,495,2025-09-21 17:39:17,RETURNED,CENTRAL
546,315,2025-02-26 16:53:46,CANCELLED,SOUTH
547,122,2025-07-22 19:42:21,CANCELLED,SOUTH
548,521,2026-02-27 12:22:05,DELIVERED,CENTRAL
549,54,2025-05-13 12:31:49,PLACED,NORTH
550,483,2024-09-11 04:38:56,CANCELLED,NORTH
551,228,2025-01-25 17:30:16,RETURNED,NORTH
552,411,2024-12-07 09:18:12,RETURNED,EAST
553,59,2025-09-17 05:54:41,SHIPPED,WEST
554,207,2024-08-03 06:33:39,RETURNED,EAST
555,523,2025-04-28 03:53:15,SHIPPED,CENTRAL
556,37,2024-08-12 13:11:32,PLACED,SOUTH
557,283,2025-05-31 03:37:46,DELIVERED,WEST
558,206,2025-06-21 19:54:12,PLACED,NORTH
559,573,2025-10-27 04:10:43,DELIVERED,EAST
560,284,2024-08-01 02:29:14,SHIPPED,WEST
561,589,30-05-2026,SHIPPED,WEST
562,573,01-01-2026,DELIVERED,EAST
563,526,2026-03-25 11:25:46,RETURNED,CENTRAL
564,454,2025-01-09 12:19:33,RETURNED,WEST
565,348,2025-08-16 09:19:54,CANCELLED,WEST
566,29,2024-07-25 15:39:09,DELIVERED,NORTH
567,226,2024-11-23 21:05:56,SHIPPED,EAST
568,362,2025-04-18 20:19:57,PLACED,EAST
569,96,2025-04-17 22:05:21,DELIVERED,NORTH
570,183,2025-05-07 13:11:23,DELIVERED,SOUTH
571,276,2025-11-30 16:30:19,SHIPPED,WEST
572,241,2024-10-24 04:56:24,DELIVERED,SOUTH
573,256,2025-05-04 20:09:41,DELIVERED,SOUTH
574,123,2025-04-15 18:43:06,CANCELLED,CENTRAL
575,,2026-06-02 22:12:20,PLACED,WEST
576,323,2025-03-09 06:01:49,RETURNED,EAST
577,524,2024-08-31 18:07:53,SHIPPED,CENTRAL
578,539,2025-02-22 13:25:01,CANCELLED,CENTRAL
579,,2024-12-06 12:08:21,SHIPPED,WEST
580,531,2026-05-19 04:32:58,PLACED,NORTH
581,389,2026-03-27 11:45:20,DELIVERED,EAST
582,266,2024-12-21 09:37:48,DELIVERED,SOUTH
583,352,2024-10-27 19:21:58,CANCELLED,WEST
584,382,2025-07-21 15:46:15,CANCELLED,EAST
585,586,2025-08-12 08:11:42,RETURNED,SOUTH
586,277,2026-04-03 09:46:04,RETURNED,WEST
587,201,2024-12-27 04:20:37,SHIPPED,WEST
588,181,2024-09-18 04:30:48,SHIPPED,CENTRAL
589,324,2025-04-17 11:53:35,DELIVERED,EAST
590,582,07-02-2025,PLACED,SOUTH
591,261,2025-12-14 11:59:30,PLACED,WEST
592,267,2024-09-01 15:09:49,RETURNED,CENTRAL
593,264,2025-03-20 09:27:20,CANCELLED,NORTH
594,204,2025-04-23 10:47:45,RETURNED,SOUTH
595,292,2025-05-08 00:03:39,RETURNED,WEST
596,458,2025-02-20 02:47:07,CANCELLED,CENTRAL
597,149,2025-01-26 04:01:03,DELIVERED,WEST
598,586,2026-03-04 15:45:29,PLACED,NORTH
599,234,2024-12-12 19:06:06,DELIVERED,EAST
600,405,2025-06-25 04:44:33,CANCELLED,EAST
601,534,2026-05-13 13:31:51,CANCELLED,SOUTH
602,24,2025-10-01 14:10:08,SHIPPED,EAST
603,82,2026-02-18 09:42:45,CANCELLED,NORTH
604,485,2026-07-07 01:37:57,PLACED,WEST
605,86,2026-02-04 00:54:20,RETURNED,SOUTH
606,400,2025-01-28 03:12:51,SHIPPED,EAST
607,130,2026-05-12 00:49:39,SHIPPED,NORTH
608,,2024-10-15 10:36:13,DELIVERED,WEST
609,554,2025-01-28 21:42:54,RETURNED,WEST
610,553,2025-06-05 14:33:40,RETURNED,WEST
611,578,2025-01-06 22:47:51,RETURNED,EAST
612,494,2025-10-19 23:23:07,PLACED,WEST
613,423,2025-05-12 03:14:41,DELIVERED,NORTH
614,,2025-08-28 22:35:24,SHIPPED,EAST
615,548,05-12-2025,CANCELLED,WEST
616,441,2024-12-02 10:44:48,RETURNED,SOUTH
617,562,2025-09-04 05:00:08,CANCELLED,CENTRAL
618,256,2025-01-22 20:14:33,CANCELLED,WEST
619,82,2026-02-18 20:03:16,SHIPPED,CENTRAL
620,279,2026-01-07 13:08:13,RETURNED,EAST
621,71,2025-04-24 21:31:09,DELIVERED,NORTH
622,464,2026-06-28 00:56:22,RETURNED,WEST
623,20,2025-09-29 10:16:37,RETURNED,NORTH
624,105,2025-03-05 04:33:22,SHIPPED,WEST
625,239,2024-10-08 04:46:46,PLACED,WEST
626,431,2026-01-12 08:07:37,CANCELLED,EAST
627,33,2024-11-28 22:39:37,SHIPPED,NORTH
628,402,04-02-2025,CANCELLED,SOUTH
629,257,2026-06-19 10:51:10,PLACED,NORTH
630,255,2025-08-03 08:31:50,CANCELLED,SOUTH
631,35,2025-07-02 12:02:36,PLACED,CENTRAL
632,214,2025-02-02 11:02:59,DELIVERED,EAST
633,44,2024-12-23 07:35:50,RETURNED,CENTRAL
634,493,2026-05-23 04:00:13,SHIPPED,EAST
635,224,2025-03-09 00:35:00,SHIPPED,WEST
636,172,2025-12-07 13:10:00,RETURNED,NORTH
637,249,30-11-2024,PLACED,CENTRAL
638,487,2026-01-26 17:04:58,SHIPPED,EAST
639,255,2025-01-25 16:35:57,PLACED,CENTRAL
640,62,13-11-2025,SHIPPED,CENTRAL
641,129,2025-04-02 03:57:48,DELIVERED,CENTRAL
642,356,2025-05-02 01:42:44,CANCELLED,SOUTH
643,,2026-04-17 01:07:12,SHIPPED,EAST
644,497,2025-03-09 03:44:08,RETURNED,EAST
645,502,2026-03-03 22:49:28,SHIPPED,CENTRAL
646,480,2026-01-28 15:27:42,RETURNED,CENTRAL
647,544,2026-04-24 22:20:16,DELIVERED,EAST
648,465,08-05-2025,RETURNED,WEST
649,20,2026-05-02 13:05:12,DELIVERED,CENTRAL
650,65,2024-07-18 18:06:19,RETURNED,WEST
651,510,2025-07-30 22:08:19,SHIPPED,CENTRAL
652,420,2026-05-30 10:27:39,PLACED,NORTH
653,69,06-03-2025,SHIPPED,SOUTH
654,207,2026-05-19 22:58:21,SHIPPED,NORTH
655,,2024-09-29 13:10:07,CANCELLED,WEST
656,263,21-02-2026,SHIPPED,CENTRAL
657,14,2024-10-22 10:32:19,SHIPPED,WEST
658,82,2026-04-29 04:45:31,PLACED,EAST
659,426,2026-04-30 17:10:29,PLACED,CENTRAL
660,42,2024-09-10 18:44:46,DELIVERED,NORTH
661,532,2026-05-20 19:49:35,SHIPPED,CENTRAL
662,198,2025-12-20 14:50:15,SHIPPED,CENTRAL
663,184,2025-06-03 00:25:58,RETURNED,WEST
664,591,2025-07-13 05:19:41,CANCELLED,WEST
665,171,2025-08-18 07:02:42,RETURNED,WEST
666,162,2025-05-01 09:54:20,RETURNED,WEST
667,323,2026-03-31 06:36:28,DELIVERED,EAST
668,441,2025-05-10 15:55:23,DELIVERED,CENTRAL
669,559,2026-04-16 03:34:38,RETURNED,EAST
670,464,2025-03-08 06:51:06,CANCELLED,NORTH
671,292,2024-09-07 05:55:16,RETURNED,SOUTH
672,310,25-04-2025,SHIPPED,SOUTH
673,23,2026-03-09 12:49:08,DELIVERED,CENTRAL
674,585,2026-04-27 02:59:20,SHIPPED,NORTH
675,,2025-04-24 21:23:21,SHIPPED,EAST
676,597,2025-06-10 14:37:11,DELIVERED,EAST
677,410,2025-10-22 07:29:40,SHIPPED,NORTH
678,495,2026-05-16 03:46:15,RETURNED,NORTH
679,308,04-12-2025,RETURNED,WEST
680,58,2025-04-21 15:40:48,DELIVERED,EAST
681,445,2025-05-24 02:58:07,PLACED,SOUTH
682,12,2025-10-13 03:33:35,CANCELLED,NORTH
683,43,2024-09-22 03:41:46,RETURNED,SOUTH
684,227,2025-07-21 20:27:17,CANCELLED,WEST
685,590,2025-09-07 20:08:30,SHIPPED,WEST
686,404,2025-10-14 14:27:54,DELIVERED,NORTH
687,51,2024-08-31 08:28:04,DELIVERED,NORTH
688,445,2025-04-06 21:22:10,SHIPPED,SOUTH
689,203,2025-01-25 04:59:13,RETURNED,SOUTH
690,537,2024-10-30 02:29:49,PLACED,EAST
691,332,2026-06-21 08:24:59,RETURNED,NORTH
692,424,2026-06-18 14:55:23,DELIVERED,SOUTH
693,25,2024-12-13 21:34:04,SHIPPED,EAST
694,453,2026-04-29 22:47:34,CANCELLED,NORTH
695,240,2024-12-28 09:12:10,DELIVERED,SOUTH
696,88,2025-12-23 15:28:07,PLACED,SOUTH
697,152,2025-07-13 16:08:11,DELIVERED,NORTH
698,114,2024-07-13 19:36:22,CANCELLED,NORTH
699,551,2026-04-22 10:20:32,RETURNED,CENTRAL
700,562,2025-06-01 08:39:25,SHIPPED,NORTH
